1922352,Blue Valentine (2010),104304,7.4
1922395,Blue Velvet (1986),98728,7.8
1922568,Blues Brothers 2000 (1998),20183,4.8
1922993,Boat Trip (2002),22832,4.8
1923210,Bob Roberts (1992),10358,7.1
1923347,Bobby (2006),35057,7.1
1923829,Body Double (1984),15426,6.7
1923851,Body Heat (1981),18858,7.4
1923939,Body Snatchers (1993),11274,5.9
1923900,Body of Lies (2008),134278,7.1
1923973,Bodyguard (2011),10057,4.4
1924215,Boiler Room (2000),34498,7.0
1924366,Boksuneun naui geot (2002),34543,7.8
1924749,Bolt (2008),105406,7.0
1924789,Bom yeoreum gaeul gyeoul geurigo bom (2003),44811,8.1
1925692,Bonnie and Clyde (1967),65454,8.0
1925969,Boogeyman (2005),22539,4.1
1925989,Boogie Nights (1997),144353,7.9
1926066,Book of Shadows: Blair Witch 2 (2000),25071,4.0
1926244,Boomerang (1992),16112,5.3
1926610,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),239839,7.3
1927067,Born on the Fourth of July (1989),59533,7.2
1927680,Bottle Rocket (1996),40110,7.2
1927930,Bounce (2000),15015,5.7
1927976,Bound (1996),34036,7.5
1928050,Bound by Honor (1993),18650,7.9
1928365,Bowfinger (1999),49135,6.4
1928399,Bowling for Columbine (2002),105294,8.1
1928663,Boy A (2007),28232,7.7
1929001,Boys Don't Cry (1999),62595,7.6
1928975,Boys and Girls (2000),11417,5.3
1929146,Boyz n the Hood (1991),69994,7.8
1929467,Braindead (1992),63646,7.6
1929835,Brassed Off (1996),13854,7.2
1929904,Bratz (2007),11951,2.5
1929947,Brave (2012),159686,7.2
1930013,Braveheart (1995),510055,8.4
1930074,Brazil (1985),122947,8.0
1930138,Breach (2007),46883,7.1
1930378,Breakdown (1997),31834,6.9
1930447,Breakfast at Tiffany's (1961),88538,7.8
1930472,Breakfast on Pluto (2005),14825,7.3
1930567,Breaking Away (1979),14162,7.8
